,,P38,P39,P40,P41,P42,P43,P44,P45,P46,Baro,T1,T2,T3
,,[V],[PSI],[PSI],[PSI],[PSI],[PSI],[PSI],[PSI],[PSI],[in.hga],[°C],[°C],[°C]
6/3/2018,8:33:20 AM,-0.047,-0.325,14.428,17.695,15.494,22.526,8.617,26.219,16.687,28.629,28.953,29.058,28.598
6/3/2018,8:50:00 AM,-0.058,-0.328,14.395,17.675,15.427,22.506,8.539,26.223,16.645,28.630,28.969,29.047,28.645
6/3/2018,9:06:40 AM,-0.056,-0.325,14.372,17.656,15.422,22.486,8.524,26.150,16.623,28.628,29.123,29.190,28.730
6/3/2018,9:23:20 AM,-0.041,-0.327,14.355,17.639,15.408,22.473,8.537,26.172,16.615,28.626,29.174,29.271,28.836
6/3/2018,9:40:00 AM,-0.044,-0.327,14.352,17.629,15.386,22.465,8.499,26.196,16.563,28.624,29.592,29.682,29.222
6/3/2018,9:56:40 AM,-0.042,-0.328,14.344,17.630,15.378,22.485,8.486,26.219,16.581,28.638,29.972,30.051,29.689
6/3/2018,10:13:20 AM,-0.042,-0.324,14.320,17.572,15.357,22.465,8.472,26.240,16.555,28.639,30.258,30.316,30.016
6/3/2018,10:30:00 AM,-0.058,-0.328,14.306,17.592,15.345,22.482,8.452,26.230,16.536,28.648,30.427,30.467,30.170
6/3/2018,10:46:40 AM,-0.052,-0.325,14.268,17.583,15.291,22.447,8.412,26.222,16.502,28.648,30.510,30.550,30.246
6/3/2018,11:03:20 AM,-0.044,-0.330,14.245,17.528,15.292,22.419,8.398,26.251,16.488,28.646,30.665,30.706,30.398
6/3/2018,11:20:00 AM,-0.046,-0.329,14.235,17.535,15.273,22.421,8.362,26.221,16.513,28.644,31.086,31.130,30.872
6/3/2018,11:36:40 AM,-0.056,-0.330,14.221,17.525,15.268,22.399,8.363,26.260,16.448,28.656,30.966,30.973,30.714
6/3/2018,11:53:20 AM,-0.056,-0.330,14.168,17.484,15.221,22.372,8.309,26.235,16.443,28.654,31.363,31.361,31.326
6/3/2018,12:10:00 PM,-0.045,-0.333,14.088,17.407,15.155,22.290,8.267,26.201,16.378,28.643,30.394,30.398,30.239
6/3/2018,12:26:40 PM,-0.043,-0.330,14.084,17.394,15.129,22.273,8.228,26.174,16.332,28.642,29.965,30.035,29.703
6/3/2018,12:43:20 PM,-0.051,-0.328,14.035,17.363,15.084,22.257,8.208,26.147,16.343,28.644,29.814,29.897,29.587
6/3/2018,1:00:00 PM,-0.056,-0.326,14.013,17.321,15.046,22.220,8.156,26.152,16.263,28.644,29.657,29.750,29.407
6/3/2018,1:16:40 PM,-0.046,-0.328,13.970,17.258,15.001,22.171,8.111,26.109,16.238,28.629,29.520,29.584,29.356
6/3/2018,1:33:20 PM,-0.051,-0.326,13.956,17.265,14.988,22.145,8.115,26.105,16.205,28.629,29.389,29.478,29.113
6/3/2018,1:50:00 PM,-0.049,-0.327,13.901,17.248,14.950,22.145,8.077,26.112,16.199,28.628,29.187,29.262,28.889
6/3/2018,2:06:40 PM,-0.055,-0.327,13.877,17.233,14.932,22.133,8.064,26.089,16.173,28.625,29.135,29.201,28.827
6/3/2018,2:23:20 PM,-0.051,-0.329,13.875,17.197,14.918,22.092,8.018,26.107,16.139,28.621,29.116,29.150,28.805
6/3/2018,2:40:00 PM,-0.054,-0.327,13.852,17.150,14.892,22.101,8.005,26.101,16.120,28.614,29.158,29.236,28.904
6/3/2018,2:56:40 PM,-0.054,-0.325,13.836,17.179,14.869,22.070,8.010,26.108,16.121,28.608,29.217,29.307,28.999
6/3/2018,3:13:20 PM,-0.053,-0.328,13.788,17.138,14.841,22.059,7.939,26.099,16.082,28.599,29.382,29.486,29.217
6/3/2018,3:30:00 PM,-0.056,-0.327,13.747,17.088,14.800,22.000,7.927,26.088,16.031,28.596,29.375,29.479,29.185
6/3/2018,3:46:40 PM,-0.055,-0.330,13.717,17.075,14.780,21.998,7.914,26.049,15.997,28.596,29.150,29.211,28.977
6/3/2018,4:03:20 PM,-0.056,-0.325,13.698,17.054,14.757,21.933,7.875,26.076,15.991,28.590,29.017,29.069,28.764
6/3/2018,4:20:00 PM,-0.048,-0.328,13.650,17.021,14.728,21.928,7.846,26.034,15.943,28.580,29.169,29.256,28.959
6/3/2018,4:36:40 PM,-0.055,-0.324,13.662,17.002,14.717,21.901,7.801,26.051,15.920,28.578,29.049,29.176,28.944
6/3/2018,4:53:20 PM,-0.049,-0.328,13.600,16.986,14.680,21.876,7.792,26.035,15.890,28.571,29.110,29.125,28.901
6/3/2018,5:10:00 PM,-0.043,-0.327,13.594,16.948,14.635,21.836,7.755,26.023,15.867,28.562,28.958,29.032,28.805
6/3/2018,5:26:40 PM,-0.051,-0.321,13.555,16.927,14.653,21.837,7.738,26.056,15.861,28.544,29.042,29.111,28.880
6/3/2018,5:43:20 PM,-0.044,-0.329,13.539,16.928,14.638,21.815,7.695,26.046,15.836,28.539,29.068,29.196,28.946
6/3/2018,6:00:00 PM,-0.046,-0.327,13.542,16.913,14.615,21.808,7.679,26.052,15.801,28.539,29.148,29.227,28.961
6/3/2018,6:16:40 PM,-0.054,-0.324,13.510,16.874,14.576,21.766,7.675,26.047,15.798,28.541,29.311,29.442,29.268
6/3/2018,6:33:20 PM,-0.052,-0.329,13.456,16.850,14.559,21.750,7.612,26.055,15.733,28.545,29.485,29.571,29.422
6/3/2018,6:50:00 PM,-0.049,-0.328,13.425,16.832,14.523,21.745,7.604,26.017,15.698,28.540,29.319,29.429,29.193
6/3/2018,7:06:40 PM,-0.054,-0.322,13.428,16.786,14.502,21.704,7.562,26.005,15.691,28.523,29.274,29.404,29.184
6/3/2018,7:23:20 PM,-0.042,-0.327,13.392,16.776,14.469,21.665,7.525,25.994,15.647,28.520,29.260,29.372,29.095
6/3/2018,7:40:00 PM,-0.044,-0.328,13.368,16.756,14.452,21.641,7.520,25.971,15.614,28.518,29.183,29.323,29.059
6/3/2018,7:56:40 PM,-0.044,-0.322,13.325,16.729,14.419,21.610,7.475,25.984,15.573,28.520,29.216,29.303,29.089
6/3/2018,8:13:20 PM,-0.043,-0.327,13.322,16.703,14.384,21.596,7.446,25.970,15.566,28.524,29.143,29.255,28.991
6/3/2018,8:30:00 PM,-0.044,-0.325,13.280,16.667,14.356,21.563,7.418,25.966,15.529,28.527,29.091,29.187,29.000
6/3/2018,8:46:40 PM,-0.052,-0.319,13.251,16.613,14.344,21.520,7.394,25.971,15.508,28.527,29.196,29.337,29.065
6/3/2018,9:03:20 PM,-0.055,-0.322,13.246,16.637,14.295,21.528,7.381,25.934,15.485,28.532,29.229,29.334,29.145
6/3/2018,9:20:00 PM,-0.056,-0.323,13.187,16.567,14.276,21.487,7.341,25.982,15.441,28.536,29.219,29.353,29.089
6/3/2018,9:36:40 PM,-0.056,-0.326,13.170,16.560,14.239,21.460,7.330,25.952,15.441,28.548,29.293,29.422,29.171
6/3/2018,9:53:20 PM,-0.044,-0.331,13.179,16.521,14.245,21.428,7.278,25.919,15.388,28.558,29.300,29.391,29.067
6/3/2018,10:10:00 PM,-0.044,-0.327,13.097,16.511,14.202,21.425,7.241,25.910,15.337,28.548,29.154,29.236,28.932
6/3/2018,10:26:40 PM,-0.050,-0.321,13.070,16.484,14.174,21.376,7.220,25.929,15.322,28.547,29.088,29.185,29.033
6/3/2018,10:43:20 PM,-0.046,-0.324,13.073,16.452,14.155,21.346,7.189,25.899,15.288,28.555,29.129,29.188,28.902
6/3/2018,11:00:00 PM,-0.054,-0.326,13.028,16.440,14.121,21.313,7.159,25.881,15.244,28.559,29.089,29.211,28.970
6/3/2018,11:16:40 PM,-0.039,-0.324,13.006,16.410,14.084,21.284,7.118,25.873,15.212,28.561,29.193,29.285,29.048
6/3/2018,11:33:20 PM,-0.040,-0.325,12.961,16.384,14.060,21.272,7.078,25.848,15.176,28.568,29.186,29.328,29.047
6/3/2018,11:50:00 PM,-0.040,-0.328,12.951,16.331,14.022,21.232,7.069,25.857,15.132,28.571,29.045,29.188,28.942
6/4/2018,12:06:40 AM,-0.043,-0.325,12.902,16.315,13.982,21.162,7.050,25.820,15.088,28.581,29.039,29.166,28.924
6/4/2018,12:23:20 AM,-0.054,-0.325,12.885,16.267,13.943,21.157,7.005,25.803,15.072,28.588,28.893,28.991,28.701
6/4/2018,12:40:00 AM,-0.043,-0.323,12.850,16.244,13.914,21.125,6.964,25.765,15.043,28.596,28.844,28.949,28.724
6/4/2018,12:56:40 AM,-0.039,-0.327,12.811,16.206,13.879,21.101,6.922,25.763,14.996,28.602,28.768,28.879,28.615
6/4/2018,1:13:20 AM,-0.041,-0.325,12.756,16.201,13.880,21.058,6.909,25.756,14.977,28.598,28.707,28.826,28.527
6/4/2018,1:30:00 AM,-0.042,-0.324,12.736,16.163,13.827,21.037,6.894,25.767,14.951,28.613,28.816,28.923,28.518
6/4/2018,1:46:40 AM,-0.052,-0.325,12.748,16.150,13.805,21.050,6.877,25.739,14.931,28.617,28.846,28.947,28.553
6/4/2018,2:03:20 AM,-0.055,-0.323,12.710,16.117,13.793,21.024,6.852,25.753,14.929,28.622,28.982,29.054,28.712
6/4/2018,2:20:00 AM,-0.038,-0.323,12.728,16.114,13.793,20.998,6.811,25.759,14.905,28.625,29.126,29.198,28.850
6/4/2018,2:36:40 AM,-0.048,-0.321,12.674,16.084,13.755,20.959,6.787,25.745,14.873,28.640,29.202,29.337,29.067
6/4/2018,2:53:20 AM,-0.051,-0.327,12.655,16.040,13.703,20.934,6.778,25.742,14.799,28.628,29.154,29.235,28.920
6/4/2018,3:10:00 AM,-0.044,-0.325,12.609,16.026,13.705,20.943,6.742,25.734,14.814,28.624,28.933,29.058,28.601
6/4/2018,3:26:40 AM,-0.038,-0.324,12.615,16.020,13.675,20.922,6.759,25.761,14.790,28.624,29.057,29.170,28.725
6/4/2018,3:43:20 AM,-0.048,-0.329,12.585,15.986,13.664,20.902,6.719,25.716,14.766,28.632,29.203,29.313,29.010
6/4/2018,4:00:00 AM,-0.048,-0.324,12.565,15.962,13.611,20.879,6.693,25.711,14.749,28.634,29.040,29.140,28.753
6/4/2018,4:16:40 AM,-0.046,-0.328,12.515,15.960,13.605,20.850,6.684,25.722,14.709,28.633,29.222,29.284,29.006
6/4/2018,4:33:20 AM,-0.044,-0.321,12.487,15.907,13.558,20.791,6.632,25.707,14.672,28.620,29.148,29.240,28.937
6/4/2018,4:50:00 AM,-0.053,-0.324,12.469,15.893,13.538,20.773,6.639,25.708,14.648,28.620,28.970,29.094,28.742
6/4/2018,5:06:40 AM,-0.037,-0.323,12.459,15.872,13.518,20.745,6.617,25.667,14.647,28.621,28.923,29.028,28.587
6/4/2018,5:23:20 AM,-0.042,-0.327,12.389,15.845,13.486,20.759,6.598,25.655,14.608,28.621,28.988,29.095,28.665
6/4/2018,5:40:00 AM,-0.052,-0.323,12.403,15.776,13.445,20.709,6.553,25.634,14.563,28.625,28.966,29.087,28.707
6/4/2018,5:56:40 AM,-0.050,-0.331,12.381,15.780,13.444,20.681,6.538,25.638,14.551,28.621,28.854,28.916,28.448
6/4/2018,6:13:20 AM,-0.052,-0.319,12.353,15.749,13.420,20.697,6.530,25.631,14.532,28.618,28.799,28.894,28.419
6/4/2018,6:30:00 AM,-0.045,-0.327,12.340,15.745,13.382,20.663,6.505,25.629,14.502,28.622,28.808,28.909,28.461
6/4/2018,6:46:40 AM,-0.057,-0.326,12.295,15.737,13.369,20.636,6.451,25.644,14.475,28.623,29.080,29.204,28.870
6/4/2018,7:03:20 AM,-0.051,-0.322,12.298,15.701,13.333,20.588,6.461,25.612,14.426,28.621,28.905,29.025,28.544
6/4/2018,7:20:00 AM,-0.044,-0.323,12.262,15.685,13.291,20.565,6.454,25.613,14.434,28.622,28.978,29.095,28.663
6/4/2018,7:36:40 AM,-0.045,-0.327,12.197,15.656,13.276,20.531,6.409,25.561,14.395,28.624,28.815,28.966,28.580
6/4/2018,7:53:20 AM,-0.052,-0.320,12.188,15.592,13.231,20.503,6.382,25.562,14.346,28.627,28.764,28.877,28.448
6/4/2018,8:10:00 AM,-0.051,-0.317,12.167,15.575,13.213,20.478,6.344,25.565,14.359,28.626,28.710,28.844,28.431
6/4/2018,8:26:40 AM,-0.045,-0.327,12.126,15.580,13.200,20.462,6.337,25.549,14.307,28.627,28.739,28.836,28.388
6/4/2018,8:43:20 AM,-0.050,-0.325,12.102,15.517,13.150,20.409,6.317,25.534,14.299,28.632,28.769,28.814,28.518
6/4/2018,9:00:00 AM,-0.042,-0.328,12.110,15.536,13.135,20.404,6.315,25.546,14.287,28.633,28.932,29.036,28.573
6/4/2018,9:16:40 AM,-0.052,-0.325,12.087,15.517,13.136,20.407,6.310,25.559,14.254,28.638,29.307,29.421,28.924
6/4/2018,9:33:20 AM,-0.053,-0.327,12.079,15.506,13.125,20.407,6.280,25.564,14.286,28.649,29.964,30.035,29.643
6/4/2018,9:50:00 AM,-0.046,-0.328,12.047,15.542,13.107,20.392,6.240,25.591,14.244,28.649,30.213,30.289,29.921
6/4/2018,10:06:40 AM,-0.052,-0.325,12.055,15.485,13.081,20.381,6.215,25.616,14.219,28.651,30.512,30.535,30.224
6/4/2018,10:23:20 AM,-0.043,-0.327,12.034,15.472,13.091,20.375,6.228,25.615,14.230,28.666,30.739,30.762,30.448
6/4/2018,10:40:00 AM,-0.046,-0.333,12.000,15.456,13.058,20.342,6.204,25.587,14.189,28.667,30.918,30.937,30.624
6/4/2018,10:56:40 AM,-0.046,-0.331,11.954,15.434,13.018,20.337,6.166,25.596,14.216,28.668,30.993,31.030,30.740
6/4/2018,11:13:20 AM,-0.056,-0.328,11.951,15.396,13.031,20.317,6.197,25.612,14.175,28.668,31.082,31.114,30.840
6/4/2018,11:30:00 AM,-0.044,-0.333,11.983,15.414,13.006,20.319,6.166,25.591,14.167,28.668,31.032,31.056,30.781
6/4/2018,11:46:40 AM,-0.053,-0.328,11.970,15.398,12.989,20.279,6.149,25.571,14.129,28.678,31.160,31.184,30.902
6/4/2018,12:03:20 PM,-0.051,-0.327,11.940,15.358,12.979,20.271,6.120,25.593,14.117,28.679,31.243,31.271,31.010
6/4/2018,12:20:00 PM,-0.060,-0.324,11.924,15.365,12.936,20.246,6.111,25.600,14.120,28.676,31.310,31.306,31.060
6/4/2018,12:36:40 PM,-0.049,-0.327,11.879,15.345,12.941,20.202,6.110,25.607,14.094,28.683,31.667,31.675,31.432
6/4/2018,12:53:20 PM,-0.044,-0.329,11.879,15.322,12.907,20.216,6.098,25.589,14.071,28.682,31.711,31.713,31.488
6/4/2018,1:10:00 PM,-0.048,-0.334,11.867,15.309,12.903,20.228,6.044,25.609,14.055,28.677,31.682,31.684,31.463
6/4/2018,1:26:40 PM,-0.059,-0.330,11.856,15.296,12.872,20.179,6.059,25.600,14.034,28.679,31.769,31.780,31.555
6/4/2018,1:43:20 PM,-0.048,-0.333,11.812,15.275,12.861,20.200,6.052,25.601,14.019,28.693,31.952,31.963,31.753
6/4/2018,2:00:00 PM,-0.052,-0.329,11.799,15.269,12.842,20.150,6.010,25.603,14.008,28.689,32.177,32.184,32.000
6/4/2018,2:16:40 PM,-0.048,-0.334,11.763,15.230,12.803,20.095,5.992,25.589,13.960,28.693,31.943,31.925,32.001
6/4/2018,2:33:20 PM,-0.046,-0.332,11.703,15.178,12.756,20.050,5.935,25.568,13.905,28.689,31.022,31.032,30.878
6/4/2018,2:50:00 PM,-0.041,-0.330,11.667,15.122,12.713,20.027,5.902,25.518,13.864,28.692,30.353,30.417,30.188
6/4/2018,3:06:40 PM,-0.049,-0.331,11.662,15.086,12.679,19.956,5.870,25.487,13.841,28.684,29.983,30.070,29.850
6/4/2018,3:23:20 PM,-0.057,-0.324,11.618,15.067,12.631,19.931,5.823,25.423,13.803,28.690,29.890,29.988,29.766
6/4/2018,3:40:00 PM,-0.044,-0.326,11.573,15.015,12.594,19.890,5.789,25.429,13.779,28.682,29.621,29.730,29.353
6/4/2018,3:56:40 PM,-0.049,-0.329,11.555,15.000,12.597,19.855,5.784,25.447,13.754,28.687,29.474,29.548,29.112
6/4/2018,4:13:20 PM,-0.043,-0.327,11.528,14.988,12.558,19.845,5.797,25.435,13.726,28.698,29.954,29.989,29.668
6/4/2018,4:30:00 PM,-0.055,-0.328,11.494,14.963,12.555,19.805,5.715,25.405,13.702,28.685,29.447,29.529,29.219
6/4/2018,4:46:40 PM,-0.043,-0.324,11.500,14.940,12.529,19.757,5.709,25.370,13.646,28.681,29.362,29.485,29.216
6/4/2018,5:03:20 PM,-0.038,-0.321,11.486,14.915,12.506,19.756,5.714,25.396,13.639,28.677,30.294,30.379,30.093
6/4/2018,5:20:00 PM,-0.048,-0.330,11.458,14.929,12.509,19.747,5.719,25.424,13.637,28.683,30.449,30.507,30.352
6/4/2018,5:36:40 PM,-0.048,-0.319,11.437,14.874,12.480,19.726,5.674,25.385,13.609,28.671,30.201,30.128,30.100
6/4/2018,5:53:20 PM,-0.042,-0.327,11.388,14.861,12.434,19.692,5.641,25.368,13.596,28.662,29.518,29.571,29.239
6/4/2018,6:10:00 PM,-0.049,-0.325,11.382,14.821,12.436,19.690,5.632,25.381,13.540,28.653,30.048,30.116,29.838
6/4/2018,6:26:40 PM,-0.054,-0.324,11.391,14.846,12.418,19.681,5.644,25.408,13.539,28.644,30.338,30.437,30.156
6/4/2018,6:43:20 PM,-0.042,-0.327,11.407,14.828,12.435,19.666,5.623,25.394,13.552,28.653,30.404,30.511,30.224
6/4/2018,7:00:00 PM,-0.055,-0.329,11.363,14.869,12.423,19.678,5.608,25.405,13.555,28.648,30.637,30.758,30.475
6/4/2018,7:16:40 PM,-0.052,-0.325,11.369,14.843,12.412,19.643,5.598,25.455,13.542,28.645,30.969,31.068,30.847
6/4/2018,7:33:20 PM,-0.040,-0.325,11.347,14.814,12.384,19.639,5.611,25.451,13.538,28.653,30.865,30.848,30.850
6/4/2018,7:50:00 PM,-0.047,-0.328,11.303,14.767,12.333,19.571,5.545,25.418,13.486,28.644,30.588,30.511,30.566
6/4/2018,8:06:40 PM,-0.055,-0.326,11.253,14.750,12.293,19.550,5.536,25.366,13.437,28.647,29.860,29.959,29.700
6/4/2018,8:23:20 PM,-0.043,-0.329,11.210,14.697,12.255,19.493,5.468,25.338,13.420,28.640,29.559,29.667,29.528
6/4/2018,8:40:00 PM,-0.053,-0.325,11.176,14.670,12.222,19.444,5.442,25.297,13.361,28.648,29.319,29.401,29.229
6/4/2018,8:56:40 PM,-0.046,-0.326,11.159,14.625,12.197,19.413,5.390,25.287,13.332,28.638,29.210,29.354,29.187
6/4/2018,9:13:20 PM,-0.048,-0.324,11.118,14.593,12.160,19.366,5.381,25.271,13.293,28.637,28.972,29.070,28.961
6/4/2018,9:30:00 PM,-0.049,-0.327,11.075,14.567,12.141,19.346,5.369,25.232,13.255,28.641,28.896,28.975,28.761
6/4/2018,9:46:40 PM,-0.046,-0.329,11.052,14.546,12.122,19.294,5.339,25.264,13.237,28.638,28.806,28.879,28.650
6/4/2018,10:03:20 PM,-0.043,-0.328,11.037,14.511,12.098,19.265,5.314,25.200,13.190,28.638,28.652,28.742,28.442
6/4/2018,10:20:00 PM,-0.052,-0.324,10.989,14.473,12.086,19.243,5.312,25.216,13.177,28.622,28.751,28.869,28.608
6/4/2018,10:36:40 PM,-0.051,-0.324,10.971,14.438,12.037,19.183,5.262,25.176,13.132,28.628,28.801,28.902,28.658
6/4/2018,10:53:20 PM,-0.039,-0.330,10.941,14.451,12.013,19.165,5.257,25.193,13.085,28.625,28.734,28.848,28.524
6/4/2018,11:10:00 PM,-0.051,-0.324,10.922,14.418,12.005,19.139,5.230,25.127,13.099,28.627,28.544,28.734,28.487
6/4/2018,11:26:40 PM,-0.044,-0.326,10.922,14.371,11.962,19.112,5.169,25.146,13.043,28.633,28.464,28.617,28.365
6/4/2018,11:43:20 PM,-0.054,-0.322,10.862,14.378,11.971,19.095,5.201,25.133,13.009,28.637,28.417,28.563,28.192
6/5/2018,12:00:00 AM,-0.039,-0.323,10.880,14.337,11.935,19.095,5.141,25.126,13.004,28.638,28.536,28.648,28.258
6/5/2018,12:16:40 AM,-0.049,-0.322,10.866,14.363,11.927,19.070,5.137,25.174,12.986,28.648,28.698,28.843,28.496
6/5/2018,12:33:20 AM,-0.047,-0.326,10.841,14.331,11.890,19.026,5.139,25.159,12.978,28.649,28.742,28.869,28.471
6/5/2018,12:50:00 AM,-0.044,-0.328,10.837,14.328,11.880,19.036,5.100,25.146,12.968,28.654,28.844,28.985,28.625
6/5/2018,1:06:40 AM,-0.047,-0.323,10.814,14.251,11.881,19.023,5.098,25.163,12.942,28.654,28.834,28.956,28.628
6/5/2018,1:23:20 AM,-0.051,-0.327,10.809,14.264,11.842,19.020,5.094,25.152,12.908,28.655,29.005,29.084,28.802
6/5/2018,1:40:00 AM,-0.045,-0.329,10.790,14.231,11.829,18.982,5.080,25.152,12.898,28.667,29.113,29.236,28.930
6/5/2018,1:56:40 AM,-0.056,-0.326,10.766,14.242,11.801,18.961,5.063,25.130,12.871,28.673,28.908,29.024,28.619
6/5/2018,2:13:20 AM,-0.039,-0.327,10.753,14.239,11.796,18.945,5.047,25.146,12.868,28.672,29.137,29.231,28.882
6/5/2018,2:30:00 AM,-0.041,-0.330,10.741,14.192,11.768,18.949,5.016,25.137,12.836,28.670,29.824,29.900,29.633
6/5/2018,2:46:40 AM,-0.051,-0.321,10.709,14.180,11.753,18.895,5.017,25.134,12.826,28.662,29.722,29.816,29.575
6/5/2018,3:03:20 AM,-0.056,-0.325,10.683,14.151,11.740,18.882,4.971,25.125,12.810,28.658,29.289,29.410,29.054
6/5/2018,3:20:00 AM,-0.048,-0.325,10.691,14.147,11.727,18.830,4.964,25.097,12.786,28.656,29.360,29.426,29.212
6/5/2018,3:36:40 AM,-0.056,-0.330,10.632,14.126,11.697,18.826,4.949,25.095,12.763,28.654,29.029,29.123,28.728
6/5/2018,3:53:20 AM,-0.051,-0.321,10.613,14.109,11.670,18.789,4.933,25.081,12.702,28.651,29.002,29.098,28.739
6/5/2018,4:10:00 AM,-0.037,-0.323,10.605,14.075,11.639,18.767,4.917,25.085,12.698,28.648,29.021,29.115,28.762
6/5/2018,4:26:40 AM,-0.055,-0.325,10.590,14.060,11.628,18.739,4.908,25.079,12.677,28.625,29.208,29.260,28.913
6/5/2018,4:43:20 AM,-0.053,-0.325,10.552,14.030,11.590,18.724,4.872,25.072,12.663,28.620,28.953,29.047,28.706
6/5/2018,5:00:00 AM,-0.051,-0.324,10.529,14.025,11.596,18.710,4.881,25.050,12.673,28.622,29.605,29.704,29.277
6/5/2018,5:16:40 AM,-0.051,-0.323,10.590,14.028,11.586,18.704,4.873,25.086,12.667,28.629,30.023,30.061,29.729
6/5/2018,5:33:20 AM,-0.058,-0.329,10.540,14.031,11.600,18.714,4.889,25.097,12.675,28.624,30.431,30.462,30.151
6/5/2018,5:50:00 AM,-0.040,-0.326,10.550,14.023,11.583,18.667,4.848,25.152,12.628,28.628,30.895,30.907,30.632
6/5/2018,6:06:40 AM,-0.055,-0.323,10.523,14.000,11.572,18.680,4.880,25.121,12.634,28.619,31.208,31.202,30.929
6/5/2018,6:23:20 AM,-0.051,-0.328,10.537,13.994,11.558,18.660,4.866,25.139,12.598,28.618,31.289,31.278,31.022
6/5/2018,6:40:00 AM,-0.057,-0.326,10.497,13.971,11.551,18.658,4.829,25.148,12.598,28.612,31.554,31.553,31.308
6/5/2018,6:56:40 AM,-0.055,-0.323,10.518,13.981,11.535,18.615,4.819,25.124,12.606,28.609,31.529,31.527,31.292
6/5/2018,7:13:20 AM,-0.058,-0.330,10.497,13.941,11.500,18.599,4.797,25.121,12.571,28.623,31.567,31.559,31.315
6/5/2018,7:30:00 AM,-0.055,-0.330,10.473,13.957,11.480,18.607,4.786,25.124,12.562,28.627,31.373,31.389,31.121
6/5/2018,7:46:40 AM,-0.056,-0.331,10.436,13.908,11.450,18.547,4.766,25.132,12.525,28.655,31.610,31.616,31.372
6/5/2018,8:03:20 AM,-0.047,-0.331,10.400,13.901,11.434,18.540,4.759,25.101,12.528,28.648,31.383,31.363,31.117
6/5/2018,8:20:00 AM,-0.043,-0.326,10.415,13.884,11.430,18.509,4.740,25.133,12.517,28.632,31.420,31.424,31.181
6/5/2018,8:36:40 AM,-0.060,-0.327,10.393,13.873,11.413,18.515,4.745,25.143,12.496,28.617,31.487,31.482,31.232
6/5/2018,8:53:20 AM,-0.052,-0.327,10.394,13.859,11.401,18.495,4.717,25.110,12.487,28.612,31.439,31.440,31.194
6/5/2018,9:10:00 AM,-0.049,-0.328,10.373,13.827,11.388,18.461,4.692,25.119,12.480,28.605,31.460,31.439,31.187
6/5/2018,9:26:40 AM,-0.051,-0.329,10.331,13.822,11.375,18.449,4.683,25.144,12.455,28.599,31.395,31.397,31.140
6/5/2018,9:43:20 AM,-0.055,-0.324,10.328,13.829,11.361,18.441,4.700,25.141,12.449,28.598,31.631,31.648,31.415
6/5/2018,10:00:00 AM,-0.050,-0.332,10.303,13.791,11.344,18.397,4.691,25.092,12.423,28.600,31.674,31.686,31.420
6/5/2018,10:16:40 AM,-0.056,-0.325,10.297,13.759,11.309,18.372,4.653,25.098,12.394,28.606,31.565,31.554,31.302
6/5/2018,10:33:20 AM,-0.059,-0.322,10.291,13.758,11.304,18.348,4.639,25.107,12.395,28.607,31.663,31.664,31.426
6/5/2018,10:50:00 AM,-0.045,-0.330,10.278,13.745,11.286,18.316,4.629,25.086,12.351,28.604,31.665,31.657,31.426
6/5/2018,11:06:40 AM,-0.050,-0.323,10.258,13.723,11.282,18.312,4.589,25.095,12.340,28.603,31.718,31.729,31.491
6/5/2018,11:23:20 AM,-0.042,-0.330,10.239,13.706,11.252,18.264,4.588,25.076,12.331,28.615,31.753,31.762,31.519
6/5/2018,11:40:00 AM,-0.051,-0.331,10.214,13.708,11.208,18.275,4.559,25.083,12.296,28.612,31.923,31.931,31.691
6/5/2018,11:56:40 AM,-0.046,-0.331,10.223,13.664,11.220,18.232,4.508,25.068,12.298,28.615,31.868,31.856,31.631
6/5/2018,12:13:20 PM,-0.051,-0.329,10.205,13.663,11.209,18.215,4.543,25.094,12.261,28.614,31.976,31.972,31.763
6/5/2018,12:30:00 PM,-0.055,-0.330,10.180,13.644,11.184,18.160,4.544,25.088,12.253,28.617,32.137,32.133,31.904
6/5/2018,12:46:40 PM,-0.058,-0.330,10.156,13.608,11.160,18.146,4.492,25.055,12.240,28.620,32.343,32.342,32.133
6/5/2018,1:03:20 PM,-0.053,-0.330,10.130,13.594,11.144,18.155,4.505,25.071,12.222,28.619,32.527,32.529,32.343
6/5/2018,1:20:00 PM,-0.057,-0.329,10.122,13.613,11.129,18.126,4.495,25.064,12.220,28.615,32.514,32.517,32.338
6/5/2018,1:36:40 PM,-0.046,-0.330,10.079,13.535,11.091,18.075,4.464,25.039,12.176,28.617,32.322,32.328,32.411
6/5/2018,1:53:20 PM,-0.054,-0.327,10.041,13.516,11.061,18.033,4.425,25.007,12.140,28.599,31.581,31.538,31.383
6/5/2018,2:10:00 PM,-0.049,-0.333,10.042,13.477,11.028,18.007,4.414,24.979,12.119,28.599,30.967,30.999,30.728
6/5/2018,2:26:40 PM,-0.056,-0.330,9.991,13.445,11.011,17.974,4.375,25.003,12.070,28.601,30.588,30.596,30.389
6/5/2018,2:43:20 PM,-0.054,-0.328,9.929,13.437,10.972,17.942,4.341,24.959,12.053,28.589,30.299,30.385,30.215
6/5/2018,3:00:00 PM,-0.046,-0.327,9.920,13.400,10.943,17.896,4.321,24.914,12.017,28.591,30.103,30.153,29.930
6/5/2018,3:16:40 PM,-0.045,-0.331,9.906,13.364,10.930,17.847,4.320,24.913,11.975,28.596,29.776,29.844,29.446
