,,P40,P41,P42,P43,P44,P45,P46,Baro,T1,T2,T3
,,1,2,3,4,5,6,7,,,,
,,[PSI],[PSI],[PSI],[PSI],[PSI],[PSI],[PSI],[in.hga],[°C],[°C],[°C]
6/17/2018,5:33:20 PM,2.243,9.971,0.633,18.227,6.281,0.066,6.027,28.889,29.944,30.045,29.774
6/17/2018,5:50:00 PM,2.251,9.95,0.618,18.211,6.275,0.039,5.999,28.897,30.003,30.14,29.855
6/17/2018,6:06:40 PM,2.254,9.938,0.627,18.198,6.255,0.046,5.96,28.89,30.319,30.434,30.224
6/17/2018,6:23:20 PM,2.241,9.915,0.634,18.212,6.274,0.049,5.99,28.882,30.402,30.535,30.326
6/17/2018,6:40:00 PM,2.246,9.911,0.617,18.199,6.288,0.049,5.965,28.878,30.504,30.63,30.336
6/17/2018,6:56:40 PM,2.251,9.858,0.647,18.203,6.222,0.041,5.963,28.884,30.63,30.742,30.527
6/17/2018,7:13:20 PM,2.253,9.895,0.629,18.186,6.23,0.062,5.945,28.883,30.876,30.929,30.728
6/17/2018,7:30:00 PM,2.275,9.899,0.606,18.175,6.234,0.047,5.93,28.879,30.904,30.959,30.827
6/17/2018,7:46:40 PM,2.275,9.869,0.649,18.144,6.241,0.079,5.946,28.873,31.052,31.151,31.037
6/17/2018,8:03:20 PM,2.247,9.853,0.644,18.148,6.203,0.081,5.927,28.872,31.166,31.231,31.066
6/17/2018,8:20:00 PM,2.275,9.835,0.625,18.135,6.194,0.085,5.872,28.87,31.347,31.466,31.264
6/17/2018,8:36:40 PM,2.28,9.826,0.632,18.153,6.19,0.057,5.887,28.876,31.455,31.545,31.389
6/17/2018,8:53:20 PM,2.27,9.818,0.637,18.112,6.196,0.071,5.863,28.877,31.501,31.613,31.439
6/17/2018,9:10:00 PM,2.275,9.778,0.621,18.125,6.181,0.067,5.859,28.876,31.833,31.935,31.793
6/17/2018,9:26:40 PM,2.255,9.775,0.614,18.091,6.15,0.073,5.842,28.868,31.871,31.903,31.779
6/17/2018,9:43:20 PM,2.245,9.757,0.644,18.096,6.139,0.081,5.85,28.868,31.761,31.795,31.619
6/17/2018,10:00:00 PM,2.241,9.751,0.662,18.066,6.109,0.071,5.815,28.867,32.035,32.094,31.922
6/17/2018,10:16:40 PM,2.213,9.714,0.624,18.047,6.14,0.075,5.788,28.877,31.935,31.987,31.966
6/17/2018,10:33:20 PM,2.192,9.702,0.629,18.036,6.118,0.086,5.786,28.87,31.901,31.913,31.829
6/17/2018,10:50:00 PM,2.162,9.674,0.635,18.011,6.106,0.082,5.755,28.866,31.892,31.962,31.952
6/17/2018,11:06:40 PM,2.129,9.655,0.637,17.981,6.073,0.085,5.767,28.859,31.922,31.937,31.816
6/17/2018,11:23:20 PM,2.088,9.655,0.61,17.978,6.068,0.076,5.733,28.859,31.797,31.836,31.742
6/17/2018,11:40:00 PM,2.014,9.645,0.629,17.955,6.024,0.078,5.7,28.857,31.962,31.969,31.898
6/17/2018,11:56:40 PM,1.949,9.613,0.61,17.91,6.016,0.074,5.683,28.863,31.892,31.95,31.805
6/18/2018,12:13:20 AM,1.886,9.578,0.613,17.872,6.014,0.061,5.65,28.863,31.812,31.816,31.649
6/18/2018,12:30:00 AM,1.812,9.552,0.624,17.882,5.956,0.071,5.641,28.85,31.865,31.857,31.721
6/18/2018,12:46:40 AM,1.713,9.527,0.61,17.826,5.968,0.067,5.616,28.851,31.776,31.812,31.643
6/18/2018,1:03:20 AM,1.667,9.528,0.613,17.816,5.922,0.068,5.593,28.853,31.786,31.841,31.748
6/18/2018,1:20:00 AM,1.56,9.485,0.609,17.801,5.916,0.026,5.56,28.853,31.755,31.761,31.605
6/18/2018,1:36:40 AM,1.479,9.475,0.591,17.74,5.905,0.032,5.524,28.857,31.654,31.72,31.513
6/18/2018,1:53:20 AM,1.354,9.407,0.586,17.718,5.83,0.046,5.497,28.864,31.605,31.65,31.47
6/18/2018,2:10:00 AM,1.259,9.389,0.557,17.673,5.838,0.022,5.484,28.857,31.364,31.372,31.251
6/18/2018,2:26:40 AM,1.159,9.382,0.57,17.654,5.79,0.003,5.467,28.858,31.508,31.582,31.354
6/18/2018,2:43:20 AM,1.071,9.362,0.546,17.64,5.788,0.006,5.438,28.865,31.352,31.383,31.31
6/18/2018,3:00:00 AM,0.941,9.303,0.537,17.596,5.765,0.013,5.381,28.869,31.317,31.359,31.122
6/18/2018,3:16:40 AM,0.866,9.302,0.532,17.543,5.72,0.014,5.33,28.873,31.075,31.118,30.971
6/18/2018,3:33:20 AM,0.809,9.234,0.533,17.509,5.704,-0.011,5.323,28.863,31.069,31.065,30.836
6/18/2018,3:50:00 AM,0.738,9.19,0.523,17.463,5.677,-0.009,5.305,28.863,31.005,31.007,30.866
6/18/2018,4:06:40 AM,0.653,9.187,0.524,17.44,5.668,0.01,5.254,28.866,30.881,30.978,30.794
6/18/2018,4:23:20 AM,0.614,9.166,0.497,17.434,5.633,-0.02,5.272,28.872,30.756,30.774,30.619
6/18/2018,4:40:00 AM,0.564,9.126,0.486,17.374,5.59,-0.001,5.214,28.874,30.689,30.735,30.545
6/18/2018,4:56:40 AM,0.501,9.1,0.509,17.356,5.591,-0.034,5.184,28.86,30.664,30.699,30.485
6/18/2018,5:13:20 AM,0.483,9.069,0.512,17.317,5.563,-0.037,5.156,28.863,30.427,30.531,30.309
6/18/2018,5:30:00 AM,0.437,9.047,0.499,17.286,5.55,-0.036,5.143,28.863,30.309,30.387,30.203
6/18/2018,5:46:40 AM,0.391,9.028,0.498,17.246,5.526,-0.071,5.133,28.863,30.343,30.421,30.286
6/18/2018,6:03:20 AM,0.386,8.987,0.481,17.224,5.488,-0.058,5.086,28.866,30.366,30.443,30.267
6/18/2018,6:20:00 AM,0.357,8.965,0.503,17.179,5.48,-0.055,5.05,28.85,30.238,30.273,30.045
6/18/2018,6:36:40 AM,0.357,8.933,0.489,17.166,5.431,-0.062,5.058,28.85,29.93,29.989,29.774
6/18/2018,6:53:20 AM,0.335,8.913,0.474,17.159,5.438,-0.039,5.014,28.863,29.889,29.98,29.674
6/18/2018,7:10:00 AM,0.342,8.927,0.473,17.142,5.436,-0.028,5.005,28.857,29.939,30.033,29.653
6/18/2018,7:26:40 AM,0.331,8.928,0.48,17.137,5.448,-0.068,5.026,28.854,30.055,30.128,29.829
6/18/2018,7:43:20 AM,0.322,8.895,0.479,17.122,5.425,-0.042,4.999,28.848,30.126,30.172,29.808
6/18/2018,8:00:00 AM,0.302,8.887,0.468,17.101,5.41,-0.061,5.006,28.848,30.109,30.198,29.831
6/18/2018,8:16:40 AM,0.311,8.86,0.481,17.078,5.372,-0.055,4.97,28.847,30.101,30.183,29.802
6/18/2018,8:33:20 AM,0.298,8.838,0.465,17.09,5.37,-0.047,4.958,28.845,30.008,30.107,29.786
6/18/2018,8:50:00 AM,0.293,8.825,0.478,17.028,5.365,-0.048,4.94,28.841,30.039,30.125,29.793
6/18/2018,9:06:40 AM,0.306,8.812,0.477,17.059,5.369,-0.037,4.928,28.838,30.138,30.266,29.897
6/18/2018,9:23:20 AM,0.302,8.797,0.477,17.02,5.359,-0.05,4.934,28.852,30.233,30.302,29.94
6/18/2018,9:40:00 AM,0.282,8.78,0.474,17.001,5.353,-0.042,4.9,28.851,30.245,30.309,29.929
6/18/2018,9:56:40 AM,0.291,8.736,0.454,16.999,5.329,-0.05,4.879,28.856,30.249,30.323,29.949
6/18/2018,10:13:20 AM,0.288,8.733,0.455,16.979,5.316,-0.054,4.889,28.856,30.188,30.231,29.926
6/18/2018,10:30:00 AM,0.297,8.72,0.453,16.926,5.295,-0.031,4.864,28.855,30.214,30.266,29.893
6/18/2018,10:46:40 AM,0.268,8.715,0.445,16.957,5.3,-0.052,4.841,28.856,30.271,30.31,30.019
6/18/2018,11:03:20 AM,0.278,8.701,0.449,16.915,5.284,-0.064,4.836,28.859,30.161,30.228,29.95
6/18/2018,11:20:00 AM,0.263,8.657,0.431,16.888,5.257,-0.047,4.827,28.859,30.273,30.36,30.013
6/18/2018,11:36:40 AM,0.274,8.643,0.454,16.874,5.262,-0.055,4.804,28.86,30.262,30.323,30.007
6/18/2018,11:53:20 AM,0.287,8.6,0.433,16.851,5.209,-0.064,4.786,28.858,30.2,30.277,29.954
6/18/2018,12:10:00 PM,0.293,8.623,0.442,16.804,5.238,-0.058,4.768,28.857,30.138,30.174,29.783
6/18/2018,12:26:40 PM,0.285,8.597,0.461,16.804,5.224,-0.047,4.764,28.856,30.245,30.31,29.971
6/18/2018,12:43:20 PM,0.285,8.598,0.448,16.799,5.23,-0.055,4.749,28.856,30.399,30.432,30.155
6/18/2018,1:00:00 PM,0.306,8.564,0.448,16.781,5.183,-0.042,4.745,28.855,30.216,30.289,29.993
6/18/2018,1:16:40 PM,0.286,8.568,0.449,16.764,5.181,-0.065,4.717,28.853,30.199,30.25,29.95
6/18/2018,1:33:20 PM,0.282,8.521,0.436,16.71,5.152,-0.064,4.718,28.846,30.081,30.141,29.926
6/18/2018,1:50:00 PM,0.288,8.492,0.447,16.67,5.127,-0.065,4.681,28.844,29.954,30.067,29.728
6/18/2018,2:06:40 PM,0.262,8.494,0.431,16.668,5.154,-0.066,4.645,28.843,29.859,29.937,29.749
6/18/2018,2:23:20 PM,0.284,8.455,0.428,16.654,5.099,-0.053,4.631,28.847,29.955,30.069,29.733
6/18/2018,2:40:00 PM,0.29,8.466,0.44,16.628,5.079,-0.07,4.647,28.847,29.889,29.99,29.727
6/18/2018,2:56:40 PM,0.291,8.432,0.419,16.588,5.079,-0.051,4.654,28.847,29.956,30.088,29.734
