,,P41,P42,P43,P44,P45,P46,Baro,T1,T2,T3
,,1,2,3,4,5,6,,,,
,,[PSI],[PSI],[PSI],[PSI],[PSI],[PSI],[in.hga],[°C],[°C],[°C]
6/9/2018,12:03:20 PM,20.19,5.136,20,19.097,12.986,10.158,28.932,28.957,29.017,28.626
6/9/2018,12:20:00 PM,20.161,5.085,19.968,19.074,12.936,10.128,28.936,29.029,29.083,28.715
6/9/2018,12:36:40 PM,20.137,5.04,19.974,19.051,12.894,10.074,28.932,29.022,29.096,28.606
6/9/2018,12:53:20 PM,20.124,5.002,19.949,19.05,12.872,10.04,28.926,28.969,29.039,28.618
6/9/2018,1:10:00 PM,20.136,4.971,19.915,19.04,12.835,9.993,28.931,29.165,29.229,28.857
6/9/2018,1:26:40 PM,20.104,4.92,19.905,19.006,12.77,9.953,28.933,29.048,29.12,28.798
6/9/2018,1:43:20 PM,20.113,4.896,19.893,18.993,12.734,9.944,28.933,28.958,29.027,28.664
6/9/2018,2:00:00 PM,20.072,4.844,19.857,18.971,12.75,9.886,28.929,28.989,29.056,28.701
6/9/2018,2:16:40 PM,20.069,4.801,19.864,18.945,12.694,9.835,28.918,29.109,29.155,28.861
6/9/2018,2:33:20 PM,20.042,4.762,19.829,18.921,12.667,9.786,28.919,29.066,29.141,28.793
6/9/2018,2:50:00 PM,20.039,4.709,19.839,18.924,12.617,9.743,28.933,29.091,29.146,28.8
6/9/2018,3:06:40 PM,20.025,4.689,19.821,18.902,12.612,9.702,28.923,29.197,29.249,28.858
6/9/2018,3:23:20 PM,20.002,4.648,19.802,18.851,12.582,9.683,28.924,29.309,29.329,29.064
6/9/2018,3:40:00 PM,19.98,4.627,19.763,18.845,12.539,9.642,28.927,29.183,29.223,28.917
6/9/2018,3:56:40 PM,19.96,4.545,19.74,18.812,12.505,9.583,28.943,29.054,29.133,28.789
6/9/2018,4:13:20 PM,19.951,4.528,19.716,18.806,12.464,9.555,28.934,29.231,29.289,28.95
6/9/2018,4:30:00 PM,19.95,4.49,19.712,18.79,12.461,9.534,28.926,29.227,29.275,28.921
6/9/2018,4:46:40 PM,19.952,4.462,19.722,18.77,12.419,9.471,28.93,29.353,29.414,29.053
6/9/2018,5:03:20 PM,19.935,4.406,19.723,18.81,12.403,9.446,28.926,29.344,29.391,29.078
6/9/2018,5:20:00 PM,19.902,4.378,19.688,18.765,12.376,9.434,28.919,29.277,29.332,29.059
6/9/2018,5:36:40 PM,19.874,4.338,19.68,18.75,12.345,9.354,28.911,29.354,29.394,29.189
6/9/2018,5:53:20 PM,19.869,4.322,19.663,18.739,12.295,9.33,28.907,29.314,29.34,29.108
6/9/2018,6:10:00 PM,19.868,4.258,19.636,18.701,12.255,9.282,28.899,29.318,29.34,29.01
6/9/2018,6:26:40 PM,19.848,4.224,19.618,18.67,12.234,9.253,28.883,29.372,29.409,29.181
6/9/2018,6:43:20 PM,19.824,4.2,19.615,18.662,12.209,9.243,28.876,29.31,29.348,29.019
6/9/2018,7:00:00 PM,19.82,4.182,19.593,18.666,12.183,9.195,28.868,29.414,29.451,29.158
6/9/2018,7:16:40 PM,19.825,4.14,19.634,18.632,12.183,9.175,28.861,29.45,29.508,29.19
6/9/2018,7:33:20 PM,19.795,4.087,19.598,18.63,12.135,9.135,28.87,29.548,29.606,29.35
6/9/2018,7:50:00 PM,19.785,4.069,19.567,18.585,12.107,9.08,28.863,29.568,29.618,29.338
6/9/2018,8:06:40 PM,19.785,4.028,19.568,18.589,12.08,9.031,28.858,29.425,29.485,29.147
6/9/2018,8:23:20 PM,19.773,4.001,19.56,18.607,12.063,9.002,28.847,29.476,29.507,29.197
6/9/2018,8:40:00 PM,19.758,3.982,19.548,18.567,12.014,8.989,28.844,29.568,29.658,29.463
6/9/2018,8:56:40 PM,19.716,3.931,19.497,18.523,11.979,8.955,28.829,29.513,29.585,29.457
6/9/2018,9:13:20 PM,19.68,3.87,19.497,18.512,11.921,8.894,28.828,29.397,29.47,29.296
6/9/2018,9:30:00 PM,19.667,3.853,19.438,18.488,11.899,8.843,28.83,29.228,29.304,29.07
6/9/2018,9:46:40 PM,19.645,3.791,19.412,18.429,11.853,8.769,28.814,29.197,29.241,29.044
6/9/2018,10:03:20 PM,19.616,3.762,19.375,18.389,11.813,8.725,28.813,28.905,28.982,28.862
6/9/2018,10:20:00 PM,19.599,3.722,19.327,18.364,11.788,8.698,28.811,28.897,28.975,28.714
6/9/2018,10:36:40 PM,19.556,3.681,19.315,18.339,11.738,8.634,28.798,28.755,28.851,28.581
6/9/2018,10:53:20 PM,19.543,3.654,19.3,18.322,11.703,8.607,28.8,28.674,28.681,28.461
6/9/2018,11:10:00 PM,19.524,3.61,19.282,18.279,11.666,8.536,28.799,28.523,28.619,28.365
6/9/2018,11:26:40 PM,19.502,3.572,19.224,18.252,11.628,8.483,28.796,28.518,28.618,28.3
6/9/2018,11:43:20 PM,19.464,3.54,19.224,18.213,11.609,8.454,28.796,28.637,28.644,28.397
6/10/2018,12:00:00 AM,19.447,3.496,19.216,18.22,11.571,8.379,28.792,28.486,28.533,28.152
6/10/2018,12:16:40 AM,19.474,3.47,19.201,18.187,11.537,8.378,28.793,28.463,28.554,28.063
6/10/2018,12:33:20 AM,19.467,3.45,19.217,18.21,11.518,8.328,28.801,28.783,28.861,28.422
6/10/2018,12:50:00 AM,19.479,3.437,19.218,18.2,11.505,8.321,28.796,28.861,28.918,28.558
6/10/2018,1:06:40 AM,19.456,3.406,19.208,18.213,11.475,8.258,28.789,28.86,28.918,28.556
6/10/2018,1:23:20 AM,19.444,3.343,19.192,18.164,11.455,8.264,28.799,29.041,29.072,28.69
6/10/2018,1:40:00 AM,19.423,3.342,19.168,18.174,11.415,8.209,28.82,29.149,29.2,28.913
6/10/2018,1:56:40 AM,19.426,3.312,19.175,18.136,11.399,8.165,28.817,29.21,29.253,28.939
6/10/2018,2:13:20 AM,19.405,3.291,19.152,18.143,11.384,8.152,28.809,29.212,29.256,28.969
6/10/2018,2:30:00 AM,19.39,3.278,19.125,18.104,11.359,8.094,28.803,29.184,29.207,28.878
6/10/2018,2:46:40 AM,19.363,3.219,19.127,18.096,11.332,8.078,28.808,29.286,29.298,29.004
6/10/2018,3:03:20 AM,19.342,3.17,19.102,18.081,11.299,8.031,28.81,29.223,29.253,28.988
6/10/2018,3:20:00 AM,19.33,3.15,19.069,18.07,11.277,7.999,28.806,29.171,29.208,28.939
6/10/2018,3:36:40 AM,19.343,3.141,19.097,18.042,11.224,7.951,28.797,29.192,29.238,28.857
6/10/2018,3:53:20 AM,19.317,3.095,19.087,18.023,11.213,7.945,28.793,29.224,29.232,28.872
6/10/2018,4:10:00 AM,19.311,3.068,19.032,17.997,11.172,7.898,28.785,29.102,29.157,28.851
6/10/2018,4:26:40 AM,19.288,3.041,19.037,17.981,11.196,7.843,28.778,29.213,29.279,28.927
6/10/2018,4:43:20 AM,19.274,2.988,19.034,17.958,11.134,7.863,28.778,29.216,29.261,28.926
6/10/2018,5:00:00 AM,19.238,2.971,18.993,17.93,11.119,7.801,28.77,29.178,29.193,28.859
6/10/2018,5:16:40 AM,19.218,2.93,18.973,17.925,11.063,7.737,28.772,29.199,29.262,28.946
6/10/2018,5:33:20 AM,19.22,2.891,18.956,17.904,11.052,7.719,28.771,29.192,29.224,28.88
6/10/2018,5:50:00 AM,19.206,2.876,18.953,17.891,11.02,7.691,28.765,29.276,29.33,28.982
6/10/2018,6:06:40 AM,19.165,2.855,18.911,17.867,10.992,7.651,28.768,29.149,29.176,28.888
6/10/2018,6:23:20 AM,19.162,2.799,18.919,17.844,10.935,7.606,28.782,29.063,29.14,28.753
6/10/2018,6:40:00 AM,19.15,2.777,18.872,17.793,10.905,7.555,28.785,29.088,29.092,28.77
6/10/2018,6:56:40 AM,19.132,2.743,18.844,17.803,10.879,7.532,28.782,29.078,29.143,28.822
6/10/2018,7:13:20 AM,19.088,2.707,18.848,17.796,10.861,7.496,28.776,29.073,29.123,28.855
6/10/2018,7:30:00 AM,19.093,2.691,18.828,17.76,10.83,7.441,28.774,29,29.045,28.668
6/10/2018,7:46:40 AM,19.073,2.669,18.82,17.705,10.806,7.434,28.764,28.996,29.027,28.724
6/10/2018,8:03:20 AM,19.035,2.639,18.799,17.695,10.771,7.382,28.762,29.06,29.071,28.752
6/10/2018,8:20:00 AM,19.033,2.596,18.794,17.663,10.726,7.322,28.751,28.813,28.867,28.626
6/10/2018,8:36:40 AM,18.966,2.569,18.767,17.63,10.682,7.299,28.741,28.732,28.818,28.489
6/10/2018,8:53:20 AM,18.968,2.543,18.734,17.654,10.682,7.294,28.734,28.784,28.882,28.465
6/10/2018,9:10:00 AM,18.985,2.491,18.722,17.639,10.632,7.264,28.728,28.744,28.827,28.492
6/10/2018,9:26:40 AM,18.959,2.471,18.687,17.581,10.614,7.201,28.733,28.764,28.799,28.39
6/10/2018,9:43:20 AM,18.949,2.467,18.693,17.581,10.635,7.161,28.734,28.801,28.854,28.492
6/10/2018,10:00:00 AM,18.958,2.425,18.67,17.577,10.562,7.144,28.727,28.825,28.909,28.483
6/10/2018,10:16:40 AM,18.919,2.401,18.622,17.558,10.523,7.082,28.726,28.868,28.912,28.569
6/10/2018,10:33:20 AM,18.882,2.385,18.631,17.533,10.495,7.053,28.733,28.803,28.869,28.555
6/10/2018,10:50:00 AM,18.857,2.344,18.597,17.491,10.477,7.044,28.731,28.8,28.877,28.448
6/10/2018,11:06:40 AM,18.856,2.331,18.609,17.473,10.442,7.003,28.73,28.772,28.854,28.501
6/10/2018,11:23:20 AM,18.81,2.261,18.562,17.46,10.417,6.976,28.729,28.657,28.719,28.469
6/10/2018,11:40:00 AM,18.81,2.259,18.548,17.443,10.357,6.916,28.729,28.532,28.581,28.193
6/10/2018,11:56:40 AM,18.791,2.251,18.521,17.419,10.334,6.893,28.736,28.597,28.688,28.277
6/10/2018,12:13:20 PM,18.793,2.194,18.522,17.381,10.298,6.832,28.743,28.648,28.681,28.399
6/10/2018,12:30:00 PM,18.743,2.173,18.52,17.38,10.277,6.832,28.749,28.541,28.643,28.2
6/10/2018,12:46:40 PM,18.75,2.126,18.458,17.37,10.266,6.777,28.747,28.613,28.659,28.338
6/10/2018,1:03:20 PM,18.747,2.121,18.471,17.336,10.236,6.726,28.748,28.662,28.708,28.358
6/10/2018,1:20:00 PM,18.722,2.108,18.451,17.325,10.2,6.723,28.742,28.686,28.771,28.41
6/10/2018,1:36:40 PM,18.696,2.09,18.441,17.295,10.194,6.673,28.745,28.588,28.639,28.259
6/10/2018,1:53:20 PM,18.687,2.045,18.43,17.276,10.146,6.662,28.742,28.726,28.772,28.356
6/10/2018,2:10:00 PM,18.693,2.018,18.41,17.265,10.114,6.628,28.738,28.74,28.774,28.423
6/10/2018,2:26:40 PM,18.675,2.027,18.386,17.271,10.099,6.586,28.734,28.613,28.665,28.437
6/10/2018,2:43:20 PM,18.634,1.965,18.356,17.215,10.044,6.542,28.727,28.588,28.624,28.355
6/10/2018,3:00:00 PM,18.627,1.957,18.373,17.217,10.049,6.507,28.728,28.548,28.61,28.219
6/10/2018,3:16:40 PM,18.623,1.94,18.352,17.224,10.026,6.49,28.727,28.578,28.626,28.235
6/10/2018,3:33:20 PM,18.61,1.946,18.345,17.201,10.005,6.466,28.712,28.637,28.702,28.353
6/10/2018,3:50:00 PM,18.618,1.908,18.326,17.138,10.001,6.421,28.714,28.729,28.781,28.354
6/10/2018,4:06:40 PM,18.597,1.904,18.311,17.184,9.98,6.449,28.71,28.768,28.854,28.467
6/10/2018,4:23:20 PM,18.588,1.872,18.305,17.158,9.935,6.4,28.71,28.805,28.847,28.54
6/10/2018,4:40:00 PM,18.581,1.852,18.298,17.139,9.927,6.368,28.703,28.892,28.941,28.577
6/10/2018,4:56:40 PM,18.584,1.837,18.313,17.166,9.908,6.389,28.697,28.934,28.999,28.664
6/10/2018,5:13:20 PM,18.576,1.828,18.332,17.14,9.9,6.305,28.71,29.11,29.143,28.785
6/10/2018,5:30:00 PM,18.551,1.791,18.291,17.144,9.859,6.312,28.704,29.234,29.298,29.136
6/10/2018,5:46:40 PM,18.548,1.765,18.255,17.105,9.842,6.276,28.704,29.2,29.253,29.048
6/10/2018,6:03:20 PM,18.542,1.762,18.244,17.088,9.825,6.252,28.698,29.134,29.157,28.925
6/10/2018,6:20:00 PM,18.512,1.749,18.235,17.075,9.818,6.219,28.692,29.021,29.094,28.865
6/10/2018,6:36:40 PM,18.515,1.716,18.223,17.044,9.779,6.2,28.685,29.101,29.134,28.925
6/10/2018,6:53:20 PM,18.476,1.728,18.206,17.048,9.734,6.165,28.681,28.983,29.044,28.803
6/10/2018,7:10:00 PM,18.467,1.684,18.195,17.033,9.731,6.145,28.665,29.149,29.207,28.93
6/10/2018,7:26:40 PM,18.474,1.668,18.173,16.999,9.699,6.094,28.653,29.068,29.152,29.017
6/10/2018,7:43:20 PM,18.429,1.667,18.154,16.962,9.683,6.075,28.649,28.972,29.002,28.766
6/10/2018,8:00:00 PM,18.397,1.611,18.125,16.971,9.64,6.033,28.653,28.989,29.031,28.805
6/10/2018,8:16:40 PM,18.418,1.623,18.134,16.933,9.62,6.032,28.644,28.959,29.02,28.839
6/10/2018,8:33:20 PM,18.408,1.591,18.105,16.953,9.588,5.976,28.645,28.843,28.928,28.667
6/10/2018,8:50:00 PM,18.406,1.593,18.101,16.9,9.566,5.93,28.639,28.909,29.022,28.817
6/10/2018,9:06:40 PM,18.382,1.551,18.066,16.879,9.532,5.925,28.641,28.822,28.896,28.721
6/10/2018,9:23:20 PM,18.335,1.545,18.023,16.842,9.508,5.888,28.641,28.745,28.821,28.608
6/10/2018,9:40:00 PM,18.323,1.505,18.003,16.816,9.466,5.834,28.639,28.699,28.801,28.61
6/10/2018,9:56:40 PM,18.288,1.474,17.998,16.795,9.439,5.786,28.639,28.715,28.796,28.494
6/10/2018,10:13:20 PM,18.25,1.457,17.993,16.747,9.41,5.782,28.644,28.617,28.659,28.507
6/10/2018,10:30:00 PM,18.293,1.457,17.958,16.748,9.402,5.737,28.636,28.461,28.519,28.194
6/10/2018,10:46:40 PM,18.271,1.429,17.956,16.741,9.38,5.72,28.649,28.708,28.764,28.408
6/10/2018,11:03:20 PM,18.242,1.432,17.929,16.729,9.347,5.69,28.646,28.745,28.803,28.529
6/10/2018,11:20:00 PM,18.232,1.413,17.917,16.724,9.328,5.647,28.655,28.699,28.748,28.38
6/10/2018,11:36:40 PM,18.21,1.403,17.901,16.699,9.303,5.628,28.658,28.766,28.831,28.554
6/10/2018,11:53:20 PM,18.23,1.379,17.891,16.675,9.279,5.615,28.657,28.813,28.874,28.535
6/11/2018,12:10:00 AM,18.194,1.355,17.896,16.668,9.263,5.575,28.666,28.884,28.926,28.595
6/11/2018,12:26:40 AM,18.203,1.339,17.91,16.656,9.232,5.593,28.664,28.896,28.957,28.647
6/11/2018,12:43:20 AM,18.193,1.341,17.851,16.651,9.211,5.543,28.66,29.044,29.11,28.774
6/11/2018,1:00:00 AM,18.184,1.301,17.858,16.636,9.206,5.511,28.664,29.013,29.08,28.685
6/11/2018,1:16:40 AM,18.168,1.307,17.857,16.632,9.183,5.504,28.662,29.109,29.149,28.818
6/11/2018,1:33:20 AM,18.134,1.299,17.847,16.601,9.151,5.47,28.67,29.081,29.132,28.727
6/11/2018,1:50:00 AM,18.117,1.249,17.821,16.566,9.12,5.43,28.686,29.103,29.132,28.813
6/11/2018,2:06:40 AM,18.082,1.261,17.818,16.566,9.083,5.429,28.684,28.986,29.045,28.691
6/11/2018,2:23:20 AM,18.069,1.248,17.804,16.547,9.065,5.392,28.689,29.045,29.094,28.734
6/11/2018,2:40:00 AM,18.072,1.207,17.75,16.53,9.042,5.347,28.69,29.115,29.145,28.743
6/11/2018,2:56:40 AM,18.075,1.196,17.757,16.517,9.023,5.329,28.684,29.036,29.069,28.736
6/11/2018,3:13:20 AM,18.039,1.163,17.75,16.494,8.998,5.313,28.691,29.082,29.129,28.77
6/11/2018,3:30:00 AM,18.029,1.171,17.732,16.47,8.96,5.292,28.686,28.999,29.067,28.728
6/11/2018,3:46:40 AM,18.031,1.139,17.705,16.454,8.945,5.274,28.685,29.024,29.087,28.733
6/11/2018,4:03:20 AM,17.998,1.122,17.709,16.422,8.923,5.218,28.681,28.988,29.053,28.651
6/11/2018,4:20:00 AM,17.985,1.12,17.676,16.41,8.872,5.218,28.675,29.007,29.063,28.754
6/11/2018,4:36:40 AM,17.966,1.111,17.656,16.395,8.89,5.198,28.679,28.921,28.993,28.608
6/11/2018,4:53:20 AM,17.93,1.088,17.637,16.367,8.853,5.187,28.675,29.006,29.051,28.706
6/11/2018,5:10:00 AM,17.907,1.074,17.612,16.366,8.795,5.155,28.682,28.805,28.877,28.48
6/11/2018,5:26:40 AM,17.895,1.064,17.585,16.322,8.805,5.119,28.685,28.816,28.88,28.498
6/11/2018,5:43:20 AM,17.883,1.051,17.593,16.313,8.78,5.081,28.682,28.853,28.887,28.528
6/11/2018,6:00:00 AM,17.894,1.041,17.577,16.317,8.756,5.076,28.68,28.828,28.872,28.514
6/11/2018,6:16:40 AM,17.882,1.027,17.55,16.293,8.725,5.041,28.682,28.913,28.954,28.588
6/11/2018,6:33:20 AM,17.845,1.03,17.538,16.292,8.706,5.026,28.683,28.733,28.784,28.388
6/11/2018,6:50:00 AM,17.838,0.986,17.531,16.27,8.658,4.998,28.68,28.842,28.896,28.538
6/11/2018,7:06:40 AM,17.82,1.01,17.502,16.242,8.654,4.999,28.676,28.809,28.914,28.598
6/11/2018,7:23:20 AM,17.798,0.982,17.501,16.211,8.639,4.959,28.672,28.787,28.871,28.483
6/11/2018,7:40:00 AM,17.778,0.963,17.456,16.211,8.611,4.949,28.67,28.7,28.778,28.353
6/11/2018,7:56:40 AM,17.77,0.95,17.457,16.195,8.585,4.93,28.669,28.769,28.831,28.504
6/11/2018,8:13:20 AM,17.749,0.937,17.436,16.134,8.564,4.89,28.673,28.67,28.729,28.363
6/11/2018,8:30:00 AM,17.742,0.912,17.433,16.117,8.521,4.883,28.687,28.685,28.762,28.382
6/11/2018,8:46:40 AM,17.719,0.909,17.404,16.101,8.534,4.84,28.691,28.644,28.706,28.35
6/11/2018,9:03:20 AM,17.693,0.887,17.383,16.059,8.494,4.821,28.682,28.743,28.779,28.45
6/11/2018,9:20:00 AM,17.714,0.904,17.385,16.084,8.465,4.82,28.686,29.138,29.199,28.763
6/11/2018,9:36:40 AM,17.701,0.89,17.397,16.075,8.439,4.816,28.689,29.521,29.57,29.172
6/11/2018,9:53:20 AM,17.719,0.868,17.393,16.088,8.425,4.792,28.692,29.914,29.973,29.583
6/11/2018,10:10:00 AM,17.69,0.886,17.37,16.072,8.44,4.796,28.706,29.946,29.974,29.681
6/11/2018,10:26:40 AM,17.675,0.863,17.37,16.061,8.42,4.763,28.714,30.353,30.356,30.075
6/11/2018,10:43:20 AM,17.67,0.859,17.376,16.051,8.379,4.76,28.731,30.575,30.592,30.347
6/11/2018,11:00:00 AM,17.686,0.863,17.377,16.064,8.396,4.745,28.733,30.859,30.867,30.634
6/11/2018,11:16:40 AM,17.669,0.852,17.352,16.051,8.372,4.724,28.739,30.913,30.91,30.703
6/11/2018,11:33:20 AM,17.664,0.838,17.357,16.073,8.344,4.714,28.745,31.086,31.07,30.854
6/11/2018,11:50:00 AM,17.678,0.832,17.345,16.015,8.347,4.695,28.75,31.246,31.241,31.024
6/11/2018,12:06:40 PM,17.653,0.825,17.352,16.015,8.31,4.699,28.767,31.28,31.29,31.086
6/11/2018,12:23:20 PM,17.627,0.817,17.312,15.987,8.307,4.696,28.776,31.327,31.343,31.149
6/11/2018,12:40:00 PM,17.605,0.794,17.31,16.037,8.288,4.671,28.772,31.397,31.408,31.202
6/11/2018,12:56:40 PM,17.624,0.809,17.301,15.999,8.285,4.708,28.772,31.597,31.615,31.426
6/11/2018,1:13:20 PM,17.599,0.778,17.274,15.955,8.237,4.634,28.779,31.4,31.41,31.307
6/11/2018,1:30:00 PM,17.553,0.775,17.245,15.905,8.172,4.604,28.774,30.231,30.278,30.043
6/11/2018,1:46:40 PM,17.542,0.751,17.214,15.884,8.162,4.571,28.783,29.773,29.785,29.524
6/11/2018,2:03:20 PM,17.485,0.726,17.204,15.854,8.1,4.542,28.79,29.641,29.722,29.449
6/11/2018,2:20:00 PM,17.463,0.724,17.154,15.817,8.068,4.522,28.794,29.592,29.619,29.326
6/11/2018,2:36:40 PM,17.433,0.703,17.104,15.747,8.044,4.48,28.777,29.417,29.412,29.183
6/11/2018,2:53:20 PM,17.433,0.713,17.111,15.778,8.034,4.469,28.778,29.071,29.156,28.744
6/11/2018,3:10:00 PM,17.422,0.7,17.087,15.747,7.996,4.454,28.783,29.12,29.169,28.78
6/11/2018,3:26:40 PM,17.41,0.691,17.089,15.709,8.005,4.446,28.784,29.172,29.242,28.827
6/11/2018,3:43:20 PM,17.382,0.684,17.063,15.727,7.981,4.439,28.785,29.246,29.309,28.943
6/11/2018,4:00:00 PM,17.405,0.699,17.037,15.726,7.95,4.404,28.783,29.347,29.403,29.059
6/11/2018,4:16:40 PM,17.366,0.676,17.046,15.689,7.929,4.383,28.788,29.605,29.655,29.376
6/11/2018,4:33:20 PM,17.36,0.675,17.054,15.673,7.931,4.375,28.789,29.324,29.376,29.095
6/11/2018,4:50:00 PM,17.349,0.673,17.02,15.653,7.91,4.366,28.795,29.294,29.344,29.074
6/11/2018,5:06:40 PM,17.313,0.661,16.987,15.635,7.879,4.352,28.8,29.289,29.321,29.033
6/11/2018,5:23:20 PM,17.297,0.655,16.969,15.637,7.871,4.329,28.799,29.225,29.251,29
6/11/2018,5:40:00 PM,17.276,0.642,16.947,15.59,7.83,4.294,28.795,29.092,29.151,28.832
6/11/2018,5:56:40 PM,17.287,0.63,16.935,15.592,7.799,4.307,28.792,29.121,29.206,28.86
6/11/2018,6:13:20 PM,17.261,0.642,16.935,15.566,7.784,4.292,28.79,29.013,29.099,28.78
6/11/2018,6:30:00 PM,17.24,0.647,16.929,15.568,7.753,4.276,28.79,29.402,29.451,29.099
6/11/2018,6:46:40 PM,17.264,0.632,16.897,15.557,7.745,4.288,28.785,29.353,29.396,29.093
6/11/2018,7:03:20 PM,17.229,0.607,16.914,15.542,7.735,4.251,28.783,29.327,29.399,29.102
6/11/2018,7:20:00 PM,17.232,0.647,16.89,15.521,7.748,4.256,28.778,29.748,29.785,29.492
6/11/2018,7:36:40 PM,17.209,0.624,16.875,15.513,7.711,4.23,28.794,29.617,29.664,29.383
6/11/2018,7:53:20 PM,17.211,0.632,16.885,15.523,7.678,4.217,28.794,29.544,29.645,29.37
6/11/2018,8:10:00 PM,17.186,0.594,16.861,15.493,7.684,4.21,28.795,29.592,29.658,29.44
6/11/2018,8:26:40 PM,17.196,0.62,16.841,15.491,7.667,4.185,28.787,29.695,29.723,29.509
6/11/2018,8:43:20 PM,17.191,0.606,16.849,15.438,7.642,4.181,28.786,29.559,29.619,29.317
6/11/2018,9:00:00 PM,17.179,0.624,16.832,15.439,7.611,4.173,28.786,29.477,29.552,29.204
6/11/2018,9:16:40 PM,17.151,0.591,16.82,15.432,7.61,4.188,28.787,29.592,29.634,29.332
6/11/2018,9:33:20 PM,17.154,0.612,16.786,15.42,7.596,4.146,28.79,29.682,29.729,29.46
6/11/2018,9:50:00 PM,17.153,0.616,16.804,15.384,7.564,4.146,28.789,29.688,29.767,29.489
6/11/2018,10:06:40 PM,17.14,0.583,16.788,15.405,7.552,4.144,28.785,29.877,29.948,29.677
6/11/2018,10:23:20 PM,17.123,0.587,16.792,15.38,7.53,4.124,28.787,29.821,29.894,29.614
6/11/2018,10:40:00 PM,17.114,0.568,16.752,15.362,7.511,4.086,28.791,29.793,29.849,29.538
6/11/2018,10:56:40 PM,17.106,0.573,16.741,15.39,7.506,4.091,28.79,29.814,29.886,29.596
6/11/2018,11:13:20 PM,17.069,0.555,16.752,15.371,7.479,4.091,28.79,29.811,29.873,29.575
6/11/2018,11:30:00 PM,17.075,0.565,16.724,15.337,7.457,4.078,28.791,30.26,30.33,30.104
6/11/2018,11:46:40 PM,17.048,0.559,16.68,15.31,7.437,4.047,28.793,29.877,29.927,29.678
6/12/2018,12:03:20 AM,17.038,0.564,16.71,15.297,7.42,4.024,28.797,29.761,29.806,29.476
6/12/2018,12:20:00 AM,17.025,0.576,16.67,15.249,7.391,4.003,28.804,29.801,29.836,29.558
6/12/2018,12:36:40 AM,16.973,0.531,16.635,15.251,7.359,3.991,28.811,29.745,29.802,29.545
6/12/2018,12:53:20 AM,16.986,0.546,16.649,15.232,7.335,3.966,28.817,29.732,29.762,29.516
6/12/2018,1:10:00 AM,16.966,0.525,16.607,15.205,7.3,3.972,28.823,29.713,29.761,29.466
6/12/2018,1:26:40 AM,16.948,0.518,16.599,15.197,7.289,3.943,28.828,29.72,29.741,29.429
6/12/2018,1:43:20 AM,16.951,0.52,16.584,15.144,7.263,3.909,28.83,29.754,29.775,29.513
6/12/2018,2:00:00 AM,16.931,0.497,16.579,15.147,7.259,3.92,28.839,29.677,29.73,29.417
6/12/2018,2:16:40 AM,16.862,0.499,16.532,15.112,7.243,3.899,28.849,29.657,29.722,29.388
6/12/2018,2:33:20 AM,16.885,0.513,16.556,15.124,7.204,3.883,28.855,30.552,30.631,30.197
6/12/2018,2:50:00 AM,16.906,0.493,16.552,15.136,7.185,3.89,28.857,31.052,31.113,30.744
6/12/2018,3:06:40 AM,16.904,0.49,16.544,15.102,7.197,3.882,28.864,31.133,31.17,30.859
6/12/2018,3:23:20 AM,16.907,0.523,16.549,15.097,7.191,3.896,28.862,31.277,31.309,31.013
6/12/2018,3:40:00 AM,16.896,0.525,16.525,15.131,7.19,3.887,28.859,31.496,31.522,31.28
6/12/2018,3:56:40 AM,16.893,0.514,16.526,15.118,7.174,3.885,28.869,31.586,31.566,31.36
6/12/2018,4:13:20 AM,16.897,0.508,16.518,15.104,7.168,3.89,28.87,31.739,31.732,31.519
6/12/2018,4:30:00 AM,16.871,0.521,16.516,15.048,7.118,3.878,28.864,31.786,31.769,31.563
6/12/2018,4:46:40 AM,16.874,0.499,16.503,15.094,7.125,3.867,28.863,32.05,32.066,31.865
6/12/2018,5:03:20 AM,16.869,0.523,16.516,15.068,7.12,3.84,28.86,32.376,32.383,32.175
6/12/2018,5:20:00 AM,16.871,0.517,16.493,15.079,7.121,3.855,28.856,32.54,32.558,32.358
6/12/2018,5:36:40 AM,16.844,0.515,16.475,15.075,7.124,3.841,28.848,32.571,32.566,32.354
6/12/2018,5:53:20 AM,16.845,0.505,16.47,15.023,7.099,3.865,28.848,32.414,32.41,32.2
6/12/2018,6:10:00 AM,16.85,0.5,16.477,15.024,7.057,3.844,28.848,32.351,32.346,32.12
6/12/2018,6:26:40 AM,16.824,0.51,16.459,15.019,7.046,3.826,28.851,32.329,32.311,32.09
6/12/2018,6:43:20 AM,16.799,0.504,16.46,15.002,7.034,3.808,28.866,32.376,32.363,32.128
6/12/2018,7:00:00 AM,16.79,0.473,16.432,15.009,7.02,3.8,28.867,32.318,32.305,32.092
6/12/2018,7:16:40 AM,16.772,0.501,16.429,14.979,6.978,3.797,28.868,32.328,32.307,32.087
6/12/2018,7:33:20 AM,16.77,0.492,16.421,14.965,6.979,3.767,28.873,32.307,32.286,32.058
6/12/2018,7:50:00 AM,16.741,0.476,16.376,14.937,6.935,3.766,28.873,32.243,32.233,31.994
6/12/2018,8:06:40 AM,16.751,0.485,16.417,14.945,6.911,3.783,28.877,32.279,32.271,32.022
6/12/2018,8:23:20 AM,16.724,0.493,16.387,14.925,6.926,3.779,28.87,32.304,32.299,32.063
6/12/2018,8:40:00 AM,16.701,0.479,16.368,14.903,6.902,3.756,28.872,32.256,32.249,32.003
